0.458220	0.207261	0.333042	0.511525	0.335174	0.225779	0.121574	0.184472
0.485570	0.216613	0.361833	0.497162	0.378269	0.188397	0.158676	0.191238
0.485175	0.222926	0.370395	0.523732	0.335195	0.216191	0.105334	0.195688
0.516778	0.215113	0.353144	0.544113	0.377103	0.196824	0.123223	0.220708
0.495426	0.204086	0.354579	0.507085	0.360090	0.196774	0.095812	0.150721
0.503781	0.191212	0.413826	0.516475	0.357458	0.185407	0.122244	0.228110
0.471507	0.180112	0.382045	0.487166	0.376183	0.231971	0.119799	0.161280
0.492655	0.188263	0.335258	0.496774	0.367327	0.170043	0.157761	0.202229
0.468026	0.183828	0.375717	0.486847	0.331861	0.213708	0.133917	0.185877
0.499347	0.180570	0.384333	0.469472	0.368953	0.180940	0.108592	0.203568
0.504696	0.177073	0.391895	0.488460	0.380362	0.185186	0.127924	0.178838
0.484975	0.187977	0.357332	0.503000	0.354975	0.206400	0.114772	0.202413
0.510034	0.210470	0.383968	0.487704	0.339232	0.240796	0.147799	0.186242
0.524166	0.216449	0.390255	0.466818	0.376781	0.207263	0.094074	0.194517
0.505843	0.222323	0.380472	0.511941	0.354993	0.230666	0.123855	0.206775
0.500122	0.196864	0.382661	0.503402	0.358336	0.194864	0.109444	0.198543
0.523278	0.203457	0.347350	0.515211	0.353230	0.168118	0.112612	0.193356
0.491884	0.203265	0.341803	0.479953	0.348339	0.176026	0.108845	0.197964
0.479798	0.223962	0.359311	0.470962	0.393789	0.211651	0.121758	0.208268
0.504053	0.200889	0.333403	0.524738	0.370089	0.185745	0.148804	0.187150
0.499715	0.218985	0.358453	0.515211	0.391208	0.188632	0.161254	0.187934
0.505529	0.224131	0.379811	0.516053	0.377606	0.182846	0.149756	0.180736
0.474432	0.518084	0.508637	0.501958	0.477349	0.220609	0.360792	0.163383
0.512334	0.496160	0.511949	0.531296	0.520708	0.169845	0.367480	0.194147
0.497395	0.481818	0.504100	0.481271	0.497994	0.248954	0.383084	0.206555
0.490339	0.515976	0.490669	0.532075	0.495157	0.193963	0.367640	0.188810
0.496259	0.506638	0.503668	0.470066	0.557902	0.198832	0.367860	0.195211
0.481180	0.503491	0.502721	0.520898	0.512549	0.232000	0.347603	0.207091
0.496307	0.477659	0.505942	0.505926	0.485911	0.181081	0.365359	0.205469
0.507249	0.481141	0.506684	0.500214	0.486662	0.143692	0.338093	0.186645
0.467636	0.484340	0.517774	0.494411	0.509063	0.209495	0.333501	0.121550
0.492240	0.511899	0.489970	0.494786	0.511254	0.214841	0.368103	0.207122
0.489772	0.466237	0.487310	0.512313	0.526619	0.207433	0.361936	0.189833
0.448751	0.492073	0.531634	0.480076	0.464243	0.209032	0.329585	0.187706
0.488959	0.496370	0.497020	0.454728	0.467897	0.191180	0.356796	0.201169
0.485711	0.500069	0.451709	0.490851	0.515102	0.247592	0.333158	0.201338
0.493274	0.480167	0.494120	0.486723	0.439817	0.237518	0.311339	0.205574
0.521198	0.480712	0.512828	0.495014	0.479647	0.204878	0.372400	0.198950
0.473650	0.497672	0.527944	0.526655	0.500454	0.212631	0.387639	0.208202
0.513363	0.516379	0.481856	0.510986	0.491352	0.209001	0.372978	0.195387
0.487412	0.507546	0.465560	0.493196	0.498356	0.210277	0.376848	0.151897
0.487609	0.471273	0.473992	0.498106	0.493782	0.198029	0.358231	0.194260
0.514776	0.495522	0.499467	0.505760	0.518588	0.212980	0.353196	0.199600
0.471656	0.499078	0.542563	0.479084	0.508128	0.191453	0.354973	0.206305
0.492364	0.517650	0.172957	0.490986	0.181789	0.212387	0.123101	0.187894
0.552491	0.498435	0.209280	0.471803	0.173800	0.201599	0.156691	0.188402
0.503824	0.497909	0.196169	0.489763	0.212105	0.213292	0.117325	0.214635
0.507904	0.478691	0.202789	0.511436	0.202863	0.201967	0.110260	0.213208
0.503696	0.527633	0.248820	0.498813	0.241417	0.211183	0.115525	0.219791
0.485319	0.489682	0.204650	0.514050	0.175561	0.175200	0.113169	0.182491
0.479280	0.479289	0.198618	0.495332	0.249228	0.189766	0.150669	0.198400
0.521762	0.465390	0.190720	0.522708	0.209555	0.217196	0.112928	0.219311
0.517386	0.488480	0.237957	0.484204	0.195816	0.189199	0.096081	0.233880
0.488353	0.500912	0.221153	0.490700	0.223331	0.207704	0.099264	0.207759
0.513405	0.525289	0.201029	0.498976	0.207398	0.219088	0.102446	0.207812
0.493548	0.484244	0.216016	0.496499	0.193688	0.211143	0.134242	0.196845
0.491990	0.491132	0.201837	0.478855	0.179312	0.197441	0.133296	0.206699
0.466797	0.507598	0.202810	0.481909	0.216880	0.214432	0.081480	0.189933
0.510118	0.511726	0.227959	0.508421	0.197795	0.172454	0.077589	0.201124
0.503868	0.489794	0.199665	0.492064	0.198567	0.194407	0.172468	0.237206
0.512372	0.509294	0.512558	0.509616	0.499719	0.637983	0.614692	0.635663
0.528176	0.505688	0.544985	0.495144	0.502206	0.624906	0.631785	0.631002
0.472899	0.465457	0.489043	0.504893	0.513883	0.645161	0.630002	0.617204
0.521077	0.513664	0.515092	0.519872	0.506006	0.632651	0.635259	0.626596
0.498250	0.572071	0.485372	0.527914	0.477019	0.656690	0.641756	0.640018
0.482612	0.505488	0.479431	0.518216	0.487166	0.604877	0.624189	0.639823
0.522959	0.517854	0.504936	0.481901	0.485807	0.618279	0.623521	0.634408
0.471170	0.517128	0.510022	0.500592	0.523839	0.662187	0.672570	0.646323
0.496693	0.512654	0.527066	0.494451	0.515161	0.586670	0.639008	0.633051
0.486333	0.522957	0.543269	0.520366	0.550884	0.668755	0.631861	0.636672
0.480583	0.469917	0.517610	0.496487	0.547187	0.632047	0.670386	0.657847
0.498488	0.516092	0.499190	0.497977	0.521305	0.652159	0.664372	0.626398
0.525186	0.480623	0.522580	0.498566	0.521295	0.645177	0.625553	0.647104
0.515003	0.522289	0.543922	0.542835	0.471403	0.629102	0.673888	0.629891
0.507550	0.489632	0.466670	0.492906	0.491799	0.617689	0.620669	0.635304
0.491223	0.502908	0.499301	0.548014	0.513486	0.666401	0.634467	0.602072
0.515608	0.516544	0.489536	0.480473	0.503141	0.623038	0.604401	0.631867
0.535803	0.495213	0.512305	0.518607	0.482035	0.637914	0.593215	0.627796
0.515034	0.488956	0.479588	0.523999	0.472237	0.628447	0.589123	0.642399
