0.488095	0.480709	0.352453	0.470877	0.319059	0.480782	0.491831	0.496888
0.493528	0.480726	0.294881	0.463592	0.351296	0.482449	0.496092	0.471713
0.484606	0.482814	0.361438	0.478527	0.322952	0.487432	0.483791	0.473685
0.458689	0.481233	0.319598	0.469165	0.302739	0.469736	0.446817	0.475417
0.491612	0.471393	0.311146	0.475127	0.339079	0.495999	0.498062	0.482672
0.487793	0.480012	0.319154	0.454599	0.369010	0.479092	0.488487	0.484749
0.475032	0.495952	0.343797	0.482693	0.313260	0.490570	0.473820	0.494616
0.491375	0.493138	0.298498	0.461973	0.280083	0.478706	0.482607	0.488730
0.476358	0.485455	0.341130	0.491102	0.350575	0.486360	0.496361	0.458817
0.487126	0.489831	0.327624	0.475732	0.324595	0.472324	0.496629	0.476341
0.453273	0.492746	0.355082	0.488921	0.315222	0.494617	0.476324	0.488410
0.498991	0.487272	0.320018	0.481742	0.346701	0.488156	0.473597	0.491900
0.472604	0.486383	0.337284	0.477984	0.322824	0.492586	0.499836	0.470207
0.494087	0.479876	0.301830	0.488086	0.337434	0.487232	0.490229	0.499485
0.486302	0.465638	0.386568	0.454530	0.321309	0.478145	0.496337	0.473933
0.487746	0.481396	0.334298	0.480675	0.296311	0.490427	0.490029	0.489928
0.475675	0.477807	0.328902	0.458442	0.311659	0.470894	0.492981	0.486820
0.472113	0.497611	0.322758	0.484322	0.330092	0.476237	0.495449	0.490397
0.468622	0.477099	0.339079	0.479547	0.312176	0.465625	0.499860	0.486989
0.470813	0.497862	0.316523	0.446732	0.367750	0.483921	0.484929	0.490115
0.487365	0.494132	0.367974	0.460461	0.340578	0.466767	0.490579	0.491169
0.466550	0.499776	0.335880	0.480250	0.299177	0.494604	0.486592	0.477008
0.484085	0.324551	0.327382	0.341745	0.336871	0.226030	0.346339	0.233846
0.481110	0.311031	0.305130	0.382090	0.324811	0.259283	0.331489	0.229368
0.497772	0.319723	0.338061	0.323663	0.312709	0.271510	0.335553	0.235756
0.498114	0.325986	0.360807	0.362728	0.343114	0.263811	0.331246	0.233547
0.498917	0.298901	0.302529	0.313199	0.315302	0.253265	0.292561	0.257467
0.477361	0.322626	0.319798	0.341101	0.339494	0.271781	0.315745	0.265833
0.455557	0.329687	0.337227	0.307421	0.335632	0.237138	0.303495	0.217448
0.493462	0.351130	0.338394	0.357526	0.354519	0.230628	0.298843	0.235988
0.497542	0.305185	0.318814	0.329845	0.314691	0.238821	0.328945	0.243547
0.489541	0.323850	0.350028	0.365926	0.324240	0.261282	0.351159	0.241134
0.487329	0.335043	0.320759	0.312453	0.333308	0.252238	0.343847	0.257027
0.440263	0.331504	0.335365	0.322778	0.289831	0.261235	0.321464	0.250615
0.454238	0.348200	0.323295	0.342769	0.342724	0.233699	0.313870	0.245798
0.476056	0.342961	0.329143	0.335935	0.358175	0.250332	0.320345	0.219073
0.491417	0.331209	0.300794	0.300385	0.358748	0.236889	0.326772	0.223093
0.492869	0.323757	0.347522	0.322438	0.350244	0.248219	0.321013	0.213972
0.487056	0.327831	0.361551	0.310861	0.323212	0.223928	0.311009	0.279702
0.490885	0.331495	0.327596	0.301312	0.321405	0.249784	0.324027	0.245610
0.484452	0.378643	0.337055	0.318367	0.339698	0.256023	0.333090	0.283326
0.499407	0.334498	0.313541	0.309318	0.354380	0.218854	0.335160	0.239660
0.496475	0.362665	0.322697	0.349738	0.336983	0.214066	0.348503	0.218700
0.490220	0.343560	0.320811	0.317339	0.296519	0.232311	0.336882	0.237599
0.468382	0.335289	0.481824	0.486549	0.458809	0.489518	0.339275	0.495706
0.460441	0.314541	0.483004	0.491280	0.448975	0.459278	0.367163	0.479304
0.490085	0.323831	0.482684	0.463503	0.461035	0.492379	0.331044	0.477998
0.478672	0.341944	0.498178	0.481040	0.493950	0.486295	0.313633	0.471513
0.493344	0.318492	0.467769	0.498457	0.481461	0.498290	0.332859	0.498666
0.499627	0.325945	0.496364	0.495236	0.462367	0.497074	0.322416	0.495933
0.489592	0.307801	0.479896	0.488193	0.493576	0.491311	0.326009	0.497793
0.490939	0.326063	0.490697	0.487610	0.495734	0.493801	0.332671	0.472819
0.485390	0.320699	0.471779	0.488312	0.486606	0.498736	0.313499	0.488394
0.489235	0.327183	0.481152	0.498379	0.468877	0.496830	0.319040	0.495475
0.492890	0.321085	0.470984	0.492973	0.498186	0.471013	0.316799	0.496035
0.498865	0.372376	0.479592	0.482820	0.496895	0.492628	0.320736	0.495865
0.493782	0.344294	0.481950	0.470594	0.473961	0.479426	0.356351	0.498517
0.484464	0.356891	0.485411	0.494361	0.485931	0.467121	0.314156	0.499105
0.483268	0.380917	0.499857	0.485340	0.443177	0.497013	0.338176	0.474362
0.497207	0.356194	0.475975	0.490564	0.487544	0.484877	0.341400	0.469342
0.475599	0.480679	0.492905	0.331048	0.484131	0.326916	0.473812	0.327135
0.487121	0.479821	0.497027	0.320580	0.495652	0.350766	0.482626	0.308945
0.480019	0.488577	0.488885	0.327884	0.496985	0.330906	0.496181	0.305261
0.469385	0.466898	0.482292	0.384637	0.493205	0.317473	0.491231	0.350891
0.492252	0.495031	0.476270	0.341594	0.490856	0.333340	0.493358	0.326058
0.498074	0.498918	0.474789	0.363877	0.463630	0.342937	0.498693	0.348238
0.464144	0.492922	0.495664	0.338440	0.479319	0.310630	0.490315	0.309212
0.490056	0.487581	0.480668	0.341837	0.493694	0.336488	0.470928	0.350751
0.498680	0.492643	0.492326	0.302577	0.487647	0.328033	0.468501	0.350185
0.499325	0.490207	0.487359	0.341377	0.479553	0.295558	0.496058	0.336023
0.495006	0.434664	0.484959	0.340773	0.434531	0.316880	0.489969	0.337705
0.493985	0.489344	0.497160	0.335284	0.472419	0.333362	0.463784	0.340622
0.464813	0.492721	0.495418	0.296982	0.487891	0.343393	0.473192	0.342532
0.486179	0.496995	0.459343	0.327544	0.471171	0.321829	0.493727	0.314594
0.485954	0.484123	0.488575	0.320164	0.468421	0.336847	0.486919	0.321783
0.488632	0.488177	0.482601	0.337566	0.482051	0.342756	0.465677	0.334634
0.482701	0.497752	0.482273	0.344266	0.483773	0.342131	0.464463	0.328947
0.499170	0.486892	0.495179	0.315054	0.487221	0.357315	0.490787	0.354063
0.489735	0.478834	0.492763	0.329413	0.475413	0.349474	0.491891	0.298679
0.486769	0.499351	0.481294	0.339806	0.492008	0.309898	0.497634	0.340055
0.472856	0.491947	0.474947	0.343759	0.451914	0.306557	0.488493	0.348256
0.497219	0.496333	0.496561	0.326237	0.480605	0.365853	0.491831	0.348467
0.498821	0.483661	0.463582	0.341626	0.475942	0.377454	0.499645	0.299793
0.499850	0.496293	0.484984	0.336611	0.495337	0.348650	0.486432	0.298503
0.496060	0.489319	0.480357	0.340184	0.486756	0.336950	0.491617	0.310314
0.484043	0.467047	0.487976	0.358429	0.487929	0.347842	0.474107	0.357241
0.492926	0.468538	0.352310	0.012983	0.368049	0.042165	0.490252	0.025910
