0.498061	0.354214	0.321010	0.032318	0.477920	0.351691	0.466600	0.228517	0.334690	0.353195	0.263550	0.494548
0.484828	0.326267	0.375703	0.004106	0.496153	0.312670	0.465201	0.227026	0.337722	0.341763	0.271917	0.477716
0.497268	0.349051	0.398678	0.015797	0.465352	0.337283	0.481263	0.248692	0.311443	0.294020	0.244009	0.487584
0.448914	0.295255	0.330321	0.019623	0.476507	0.342160	0.480834	0.230139	0.314075	0.322480	0.238883	0.485517
0.482460	0.344657	0.327660	0.026167	0.467766	0.342232	0.485439	0.218739	0.351011	0.367314	0.251212	0.462393
0.483831	0.343829	0.330350	0.002745	0.494618	0.337092	0.471471	0.235573	0.340974	0.335411	0.269703	0.485860
0.499428	0.298759	0.339027	0.010215	0.492583	0.334584	0.499614	0.266769	0.331361	0.314236	0.215154	0.485834
0.483101	0.335987	0.357020	0.039073	0.487192	0.353193	0.479297	0.252762	0.308284	0.340150	0.238967	0.482269
0.490959	0.296235	0.342115	0.008605	0.483275	0.351675	0.476600	0.242215	0.325332	0.332646	0.268330	0.470172
0.481366	0.371607	0.360828	0.001156	0.483269	0.335302	0.489236	0.271390	0.352708	0.338636	0.212424	0.474597
0.489120	0.349071	0.313441	0.030994	0.482407	0.334263	0.482632	0.279926	0.346701	0.321263	0.213647	0.492784
0.494891	0.339311	0.332821	0.009038	0.479763	0.323066	0.482962	0.231264	0.353301	0.300504	0.244438	0.469930
0.482371	0.356201	0.321876	0.033823	0.482057	0.336589	0.497213	0.238052	0.334974	0.304956	0.240058	0.473005
0.467712	0.315513	0.316012	0.000990	0.486857	0.351749	0.487530	0.246849	0.345497	0.330340	0.248618	0.498784
0.480868	0.362480	0.335870	0.007936	0.484079	0.341415	0.492153	0.236778	0.350358	0.346082	0.261753	0.480488
0.492840	0.322897	0.326216	0.031773	0.479443	0.346873	0.484224	0.282066	0.347682	0.320505	0.238871	0.489340
0.475879	0.335499	0.336257	0.011053	0.477582	0.359775	0.492129	0.269278	0.340203	0.341772	0.252304	0.458903
0.497660	0.320678	0.328242	0.020224	0.497147	0.356081	0.467405	0.244905	0.347348	0.321605	0.248352	0.493120
0.486180	0.336779	0.350850	0.023250	0.491724	0.325369	0.485362	0.249066	0.345407	0.362555	0.219984	0.499433
0.484583	0.357162	0.340657	0.035966	0.486245	0.315132	0.472758	0.301781	0.300152	0.345425	0.233828	0.457679
