0.482984	0.473030	0.484225	0.489407	0.476383	0.497228
0.471361	0.464704	0.484336	0.493764	0.478825	0.479080
0.484916	0.488271	0.492938	0.488408	0.451501	0.479462
0.484468	0.476920	0.485314	0.485237	0.498887	0.466027
0.490505	0.478678	0.490186	0.473164	0.496608	0.486091
0.474928	0.474140	0.486091	0.449264	0.487381	0.497783
0.450627	0.492392	0.483241	0.497746	0.496853	0.496440
0.487240	0.485991	0.476494	0.488290	0.498538	0.494865
0.472617	0.498235	0.494286	0.498974	0.484388	0.461373
0.495870	0.483694	0.475973	0.480200	0.486980	0.493923
0.479713	0.490719	0.490435	0.484530	0.498636	0.491610
0.486474	0.482050	0.486595	0.469056	0.487865	0.492408
0.457972	0.491988	0.493951	0.493175	0.480755	0.493698
0.481487	0.475795	0.497645	0.489824	0.483505	0.492977
0.488010	0.488472	0.488293	0.479916	0.495070	0.496471
0.481074	0.496728	0.479143	0.498300	0.478835	0.487679
0.485997	0.470185	0.499820	0.498306	0.487854	0.499352
0.493257	0.484183	0.499523	0.492209	0.487787	0.447510
0.473162	0.477105	0.490562	0.499191	0.482241	0.493084
0.495961	0.491182	0.485360	0.467598	0.498082	0.485764
0.484919	0.483126	0.481862	0.487678	0.463573	0.495545
0.488917	0.497333	0.485588	0.485352	0.447957	0.471840
0.451694	0.364370	0.344586	0.479621	0.267348	0.334753
0.488594	0.293216	0.342680	0.494037	0.230951	0.306758
0.481083	0.338333	0.342588	0.496423	0.260297	0.343179
0.479563	0.333837	0.324393	0.489702	0.237855	0.369572
0.487665	0.295308	0.328959	0.463522	0.237775	0.336222
0.486013	0.348481	0.310395	0.482712	0.256809	0.357861
0.487786	0.334037	0.306522	0.467131	0.264247	0.318618
0.474048	0.355796	0.358190	0.445931	0.264969	0.340181
0.490227	0.333687	0.331091	0.497911	0.245642	0.313894
0.484990	0.316624	0.313822	0.494122	0.255811	0.338872
0.489805	0.384302	0.338584	0.494920	0.281769	0.315697
0.489694	0.331292	0.336849	0.499880	0.244527	0.330237
0.488744	0.356054	0.352158	0.498994	0.199786	0.340637
0.482039	0.350633	0.315551	0.488773	0.232435	0.314798
0.490002	0.328029	0.317775	0.481020	0.286044	0.367763
0.490989	0.303802	0.323486	0.491897	0.251201	0.347821
0.481800	0.344567	0.345568	0.467162	0.240551	0.358177
0.462543	0.336019	0.360940	0.484288	0.259804	0.322796
0.492518	0.319540	0.330449	0.475422	0.274661	0.330746
0.499553	0.305646	0.349861	0.477302	0.279203	0.347782
0.476232	0.369890	0.349714	0.479092	0.229861	0.320263
0.492922	0.342570	0.308098	0.485574	0.301190	0.339199
0.494640	0.316637	0.477496	0.027194	0.009441	0.315532
0.492719	0.330946	0.496584	0.010564	0.012208	0.291686
0.489132	0.321854	0.498761	0.004763	0.019012	0.296137
0.496914	0.353960	0.479109	0.043118	0.011389	0.330136
0.470032	0.354322	0.476292	0.007877	0.022395	0.338072
0.466592	0.339746	0.487810	0.059140	0.005412	0.349740
0.481990	0.345966	0.480716	0.029859	0.007616	0.364176
0.478312	0.332889	0.495614	0.000753	0.003319	0.293914
0.481990	0.360698	0.479649	0.029534	0.001353	0.312466
0.479083	0.344736	0.496418	0.003532	0.024430	0.319849
0.492000	0.320739	0.475088	0.011619	0.011707	0.383376
0.476943	0.309464	0.497437	0.000215	0.037512	0.345946
0.479028	0.304156	0.486885	0.010760	0.008585	0.317503
0.479302	0.348357	0.490782	0.035712	0.001842	0.332196
0.487555	0.326546	0.455151	0.019341	0.002871	0.329347
0.482502	0.354383	0.486326	0.001277	0.022751	0.319007
0.495786	0.495142	0.468336	0.466860	0.014613	0.494648
0.467975	0.477774	0.487344	0.499153	0.018372	0.486712
0.492853	0.495721	0.480919	0.487459	0.003645	0.475841
0.482500	0.462956	0.486735	0.483446	0.031550	0.483754
0.464645	0.485189	0.499786	0.488526	0.007497	0.493423
0.498161	0.483552	0.450330	0.498547	0.032319	0.448828
0.472544	0.481581	0.499393	0.490938	0.017712	0.456337
0.472236	0.488768	0.490145	0.494319	0.003187	0.494502
0.498788	0.486825	0.499714	0.499305	0.000735	0.488466
0.488557	0.491682	0.491764	0.492916	0.025382	0.492016
0.483232	0.497845	0.485373	0.475370	0.008896	0.476163
0.479536	0.471424	0.473820	0.489855	0.008457	0.481759
0.480036	0.468732	0.484982	0.495080	0.003119	0.492832
0.499664	0.495255	0.479995	0.494390	0.006089	0.458820
0.488204	0.489772	0.498071	0.474872	0.005243	0.486207
0.471554	0.482140	0.494729	0.481175	0.014355	0.492942
0.490071	0.488476	0.456430	0.498374	0.007306	0.489704
0.484488	0.499282	0.487477	0.499175	0.029297	0.498054
0.498182	0.490318	0.478026	0.490426	0.011016	0.490925
0.486750	0.494330	0.489736	0.495937	0.031062	0.482961
0.476069	0.492253	0.477254	0.452417	0.004994	0.492364
0.493184	0.477686	0.488822	0.476045	0.002187	0.488179
0.469071	0.497862	0.460934	0.485979	0.029906	0.469207
0.453109	0.477563	0.482611	0.496607	0.040665	0.491170
0.493357	0.486685	0.478900	0.479472	0.009220	0.447876
0.450878	0.498418	0.495203	0.486750	0.015935	0.488686
0.478893	0.484848	0.018270	0.000020	0.025256	0.498371
0.494478	0.491407	0.010713	0.013610	0.001086	0.480428
0.488310	0.490297	0.003774	0.049568	0.004897	0.465278
0.491585	0.496399	0.007256	0.005145	0.008627	0.480067
0.475367	0.482266	0.013595	0.010367	0.023255	0.490816
0.494722	0.479934	0.009702	0.009503	0.013745	0.493175
0.489868	0.487207	0.021822	0.005543	0.023199	0.496000
0.498702	0.498647	0.016450	0.006056	0.011961	0.487191
0.485938	0.492268	0.009942	0.041519	0.026073	0.499163
0.462646	0.483059	0.009991	0.005286	0.007708	0.462403
0.474884	0.481289	0.025556	0.022643	0.020033	0.459381
0.493394	0.492168	0.001512	0.023379	0.006234	0.457947
0.494463	0.498502	0.008097	0.009553	0.009814	0.485859
0.494433	0.492306	0.009235	0.006073	0.001141	0.481484
0.489797	0.495479	0.024095	0.039146	0.017752	0.490715
0.485176	0.489303	0.000151	0.011231	0.024518	0.485050
0.489349	0.486844	0.016572	0.493872	0.001786	0.488920
0.494541	0.492613	0.008128	0.483700	0.010821	0.484077
0.494684	0.490068	0.001604	0.466413	0.014270	0.496634
0.481122	0.487641	0.008653	0.463508	0.000023	0.476574
0.475108	0.498756	0.027453	0.497722	0.029585	0.467130
0.475792	0.471615	0.009893	0.477581	0.028454	0.448822
0.495147	0.483118	0.023546	0.461966	0.024950	0.482150
0.493605	0.491705	0.031445	0.478502	0.010147	0.460557
0.499419	0.498738	0.006956	0.473610	0.014868	0.477619
0.488977	0.488874	0.019452	0.474973	0.005710	0.459077
0.459317	0.498596	0.003092	0.489088	0.021309	0.498027
0.476102	0.483580	0.027992	0.462290	0.011829	0.489888
0.496077	0.483612	0.002996	0.481107	0.001855	0.494523
0.484944	0.489017	0.021419	0.485013	0.014028	0.495829
0.471532	0.494573	0.028808	0.492550	0.026067	0.488985
0.489158	0.498788	0.004116	0.455476	0.002252	0.499182
0.479411	0.500000	0.005478	0.496165	0.010705	0.492101
0.494771	0.490833	0.013869	0.469134	0.012884	0.485982
0.491669	0.493922	0.028587	0.485273	0.013302	0.495350
0.486261	0.022645	0.023166	0.457019	0.034424	0.005620
0.458839	0.004586	0.001667	0.488322	0.010226	0.010705
0.498960	0.014748	0.054102	0.485145	0.030612	0.004117
0.495015	0.030707	0.017413	0.482049	0.008539	0.005711
0.489191	0.001853	0.021319	0.497163	0.020287	0.023109
0.499598	0.004429	0.008169	0.489062	0.020172	0.006371
0.490701	0.000441	0.037001	0.490287	0.009430	0.032988
0.471437	0.019712	0.043333	0.488159	0.004720	0.000975
0.481189	0.000800	0.002187	0.484367	0.003783	0.007157
0.495711	0.495834	0.356043	0.475176	0.438749	0.483628
0.487964	0.481347	0.348922	0.496812	0.485945	0.442023
0.494143	0.476580	0.353116	0.493283	0.490340	0.492556
0.476316	0.483203	0.340906	0.470122	0.495829	0.479774
0.493981	0.479257	0.343025	0.494017	0.498093	0.467846
0.475248	0.492713	0.323401	0.472314	0.487289	0.490723
0.488538	0.488754	0.338161	0.496684	0.497431	0.492030
0.457182	0.494443	0.315345	0.495660	0.489509	0.481519
0.458304	0.466751	0.337885	0.486281	0.477823	0.499388
0.474103	0.496249	0.348261	0.488881	0.445107	0.491158
0.496230	0.471703	0.342325	0.476198	0.484298	0.474592
0.496089	0.471975	0.344574	0.493372	0.475214	0.466342
0.492309	0.499106	0.310282	0.484342	0.494453	0.472615
0.480382	0.483168	0.318331	0.474470	0.467640	0.498807
0.463033	0.493795	0.308362	0.498756	0.474802	0.468620
0.486340	0.493060	0.355238	0.481194	0.496295	0.499213
0.481291	0.493119	0.358987	0.493821	0.493295	0.480947
0.470813	0.482304	0.344643	0.488050	0.488576	0.468987
0.483384	0.488587	0.325547	0.467177	0.484208	0.480653
0.465121	0.483763	0.327248	0.499599	0.482729	0.489709
0.476029	0.496652	0.325151	0.490477	0.495229	0.497130
0.496585	0.488303	0.322667	0.499707	0.486687	0.494918
0.486952	0.475886	0.349273	0.498693	0.475039	0.478409
0.490253	0.484440	0.327947	0.492871	0.471360	0.453594
0.474323	0.498012	0.344958	0.013552	0.248903	0.327494
0.470167	0.487999	0.341718	0.003621	0.264588	0.355899
0.492794	0.498597	0.318547	0.012906	0.257777	0.325161
0.486133	0.496646	0.333214	0.021042	0.267334	0.335051
0.483831	0.487085	0.358148	0.010273	0.258699	0.348201
0.460827	0.483567	0.346421	0.022654	0.250400	0.295137
0.488729	0.487854	0.332734	0.001062	0.249440	0.323177
0.493556	0.484242	0.355791	0.007446	0.228553	0.341267
0.464586	0.005314	0.009087	0.009386	0.006776	0.011182
0.487216	0.002345	0.014493	0.011499	0.000549	0.009860
0.472131	0.007165	0.040425	0.019351	0.023634	0.000378
0.493047	0.019051	0.012881	0.010946	0.010226	0.006911
0.494342	0.026900	0.028903	0.020118	0.012786	0.007211
0.482610	0.004133	0.015461	0.019537	0.016592	0.016964
0.494682	0.000313	0.018274	0.029958	0.012166	0.004163
0.494317	0.014233	0.015132	0.046833	0.004933	0.001216
0.479369	0.001631	0.022652	0.005981	0.036728	0.022462
0.486881	0.012677	0.012541	0.048008	0.003137	0.007220
0.475824	0.061690	0.028830	0.004987	0.016636	0.049740
0.490404	0.030250	0.005362	0.001280	0.015177	0.005795
0.498144	0.009802	0.024316	0.010029	0.017796	0.047976
0.495862	0.012206	0.030223	0.001552	0.017366	0.017099
0.494972	0.008513	0.015376	0.027940	0.003022	0.016796
0.497607	0.014517	0.025749	0.026725	0.016107	0.040105
0.495293	0.001977	0.003221	0.034006	0.025914	0.005710
0.492315	0.007661	0.022883	0.012510	0.000346	0.011162
0.491245	0.005924	0.011627	0.029295	0.020380	0.030082
0.488405	0.016112	0.022287	0.022737	0.002740	0.009558
0.489894	0.034777	0.028301	0.039710	0.010382	0.007759
0.474388	0.020119	0.016260	0.033077	0.002977	0.029263
0.490373	0.041013	0.000427	0.001950	0.015615	0.030278
0.468001	0.482200	0.016857	0.339858	0.018203	0.494852
0.456639	0.486840	0.006548	0.349897	0.015334	0.435591
0.489200	0.465634	0.034228	0.344766	0.002204	0.476094
0.497154	0.470826	0.002461	0.334316	0.003490	0.462869
0.486620	0.492194	0.014009	0.301856	0.012715	0.498415
0.489064	0.461138	0.013625	0.323779	0.026166	0.486607
0.491425	0.486442	0.004814	0.297124	0.007680	0.479793
0.489577	0.483112	0.004301	0.331535	0.006405	0.457449
0.497492	0.480207	0.004762	0.308376	0.018357	0.489672
0.490182	0.489737	0.017480	0.351679	0.012377	0.499651
0.468262	0.489964	0.490954	0.496554	0.332306	0.482945
0.462760	0.472874	0.475324	0.487349	0.339349	0.490191
0.494573	0.480770	0.495930	0.496621	0.320064	0.498388
0.469232	0.494356	0.476355	0.463801	0.325785	0.472495
0.478030	0.497225	0.488116	0.477400	0.341698	0.486444
0.481475	0.471308	0.489163	0.493577	0.337634	0.497607
0.494832	0.482375	0.497495	0.488030	0.277893	0.460384
0.484093	0.497313	0.452298	0.486990	0.318407	0.471743
0.496645	0.490816	0.489224	0.493911	0.331992	0.497788
0.481736	0.479680	0.475288	0.488527	0.364290	0.498078
